상품번호,코디 페이지 링크,코디 사진 링크,업로드 날짜,코디 이름,조회수,댓글수,성별
21580,https://www.musinsa.com/app/styles/views/21580,//image.musinsa.com/images/style/list/2021062114372300000031371.jpg,21.06.21,화사한 하루,1842,5,woman
21572,https://www.musinsa.com/app/styles/views/21572,//image.musinsa.com/images/style/list/2021062111085900000014440.jpg,21.06.21,소녀 감성,2162,5,woman
21030,https://www.musinsa.com/app/styles/views/21030,//image.musinsa.com/images/style/list/2021051817570300000080531.jpg,21.05.18,산뜻한 하루,1690,5,woman
20966,https://www.musinsa.com/app/styles/views/20966,//image.musinsa.com/images/style/list/2021051014180800000036011.jpg,21.05.10,한눈에 반했어,2054,5,woman
20649,https://www.musinsa.com/app/styles/views/20649,//image.musinsa.com/images/style/list/2021041315520500000004848.jpg,21.04.13,한복 연출법,1315,5,woman
20645,https://www.musinsa.com/app/styles/views/20645,//image.musinsa.com/images/style/list/2021041315465300000019274.jpg,21.04.13,단아함 가득!,2767,5,woman
20424,https://www.musinsa.com/app/styles/views/20424,//image.musinsa.com/images/style/list/2021032915173800000097107.jpg,21.03.29,넘사벽 분위기,2454,5,woman
19873,https://www.musinsa.com/app/styles/views/19873,//image.musinsa.com/images/style/list/2021021709071200000045529.jpg,21.02.17,봄맞이 코디,3935,5,woman
19539,https://www.musinsa.com/app/styles/views/19539,//image.musinsa.com/images/style/list/2021012209122700000043849.jpg,21.01.22,비주얼에 반해,2084,5,woman
18035,https://www.musinsa.com/app/styles/views/18035,//image.musinsa.com/images/style/list/2020092311490000000085380.jpg,20.09.23,디테일에 주목,2378,5,woman
